PORADI,ID_NALEZ,DRUH,CESKE_JMENO,KAT_TAX,AUTOR,DATUM_OD,DATUM_DO,CAS,ID_LOKAL,NAZ_LOKAL,SITMAP,KATASTR,X,Y,ZDROJ,NEGATIV,POCET,ODHAD,POCITANO,REL_POC,METOD_SB,POKRYVN,PATROVITOST,FENOFAZE,KODHN,ETOLOGIE,KOMPLETNI_SEZNAM,POZNAMKA,UMIST_NAL,POP_BIOT,TAX_POZN,PROJEKT,DAT_SADA,ZAPSAL,VEROH,VALIDACE,VAL_POZN,GARANCE,GAR_POZN,VYHLASKA,EVD,REDLIST,STRUKT_POZN,CXLOKAL_POZN,CXLOKAL_Z,CXPRESNOST,DATI_INSERT,DATI_UPDATE,UPDATOR,KOD,ALP,ATL,BLS,BOR,CON,MAC,MED,PAN,STE,MATL,MBAL,MBLS,MMAC,MMED,REGION_CHK,CNTRY_CHK,row_n,range_Pnau,range_Ptel,range_both,IMPUTED,POSITIVE,YEAR,EVL,EVL_target,EVL_comb,MZCHU,PROTECT,PLANT_QUANT,PLANT_QUAL,TTP,PRIKOP,ZARUST,JINY,LandUseChange,Abandonment,HarmfulMow,HarmfulGrazing,GrazingByeffects,FertilizerUse,Afforestation,Invasives,NativeDominants,AbioticNaturalProcesses,Encroachment,BiomassAccumulation,Eutrophization,None,METHOD,TIMING,MOW,GRAZE,GRAZE_MET,MANAGEMENT_HET,OVERALL,SPEC_NUM,SUM_THREATS,HET_INN,SEGMENT_ID,BIOTOP,BIOTOP_SEZ,FSB,FSB_EVAL,HABITAT,STEJ_PR,SHAPE_Area,AREA_real,LENGTH_real,REPRE,ZACH,AREA_SITE,HET_OUT,NATURAL
6691,48054109,Phengaris nausithous,modrásek bahenní,Motýli,Luka Václav,20190725,20190725,NA,7187705,5556c1,5556,Sukorady u Mladé Boleslavi,-69612895,-101175948,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: hnojení,odvodňování, meliorace",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,120,1,NA,1,FALSE,0,2019,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,NA,1,0,0,0,1,31450441,NA,-1 (100),-,-,NA,NA,20821561.6191,0,0,NA,NA,0,1,0
2925,53738258,Phengaris nausithous,modrásek bahenní,Motýli,Valda Slávek,20220722,20220722,NA,8769694,5656b1,5656,Ujkovice,-69117659,-101891105,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, Negativní vlivy na lokalitě: abiotické přírodní procesy (eroze, zanášení, vysychání apod.), eutrofizace či okyselování, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20221110,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,121,1,NA,1,FALSE,0,2022,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,NA,1,0,0,2,1,30770616,NA,-1 (100),-,-,NA,NA,15843852.2422,2384.46900781046,0,NA,NA,2384.46900781046,1,0
2938,53738241,Phengaris nausithous,modrásek bahenní,Motýli,Valda Slávek,20220722,20220722,NA,8769722,5656b6,5656,Horní Rokytňany,-68768108,-10181591,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, Negativní vlivy na lokalitě: abiotické přírodní procesy (eroze, zanášení, vysychání apod.), Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20221110,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,121,1,NA,1,FALSE,0,2022,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,NA,1,0,0,1,1,30580386,NA,K3 (100),K,K,NA,NA,2725.75549984,66.2703748482745,0,NA,NA,66.2703748482745,1,0
2957,53738204,Phengaris nausithous,modrásek bahenní,Motýli,Valda Slávek,20220722,20220722,NA,8769704,5656b2,5656,Ujkovice,-69002497,-101806016,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, Negativní vlivy na lokalitě: žádný vliv, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20221110,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,121,1,NA,1,FALSE,0,2022,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,30580227,NA,"M1.1 (60), K1 (40)",moz.,moz.,NA,NA,45336.257531,829.207891551137,0,NA,NA,829.207891551137,2,0
2960,53738197,Phengaris nausithous,modrásek bahenní,Motýli,Valda Slávek,20220722,20220722,NA,8769691,5656b4,5656,Domousnice,-68966898,-101638858,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, Negativní vlivy na lokalitě: eutrofizace či okyselování, abiotické přírodní procesy (eroze, zanášení, vysychání apod.), Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20221110,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,121,1,NA,1,FALSE,0,2022,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,NA,1,0,0,2,1,30580297,NA,K3 (100),K,K,NA,NA,1455.62626627,1.56483715842478,0,NA,NA,1.56483715842478,1,0
6686,48054114,Phengaris nausithous,modrásek bahenní,Motýli,Luka Václav,20190724,20190724,NA,7187710,5556d2,5556,Kdanice,-68553374,-101049982,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,121,1,NA,1,FALSE,0,2019,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,31390221,T1.1,T1.1 (100),T,T,6510,100,4363.85026709,0,0,NA,NA,0,1,1
6688,48054112,Phengaris nausithous,modrásek bahenní,Motýli,Luka Václav,20190725,20190725,NA,7187708,5556c3,5556,Bechov,-69092288,-101028835,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,příkop u komunikace,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,121,1,NA,1,FALSE,0,2019,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,1,31280345,NA,-1 (100),-,-,NA,NA,23651058.9775,0,0,NA,NA,0,1,0
6700,48054100,Phengaris nausithous,modrásek bahenní,Motýli,Luka Václav,20190724,20190724,NA,7187696,5556d3,5556,Dolní Bousov,-68765682,-101034496,Kolektiv autorů (2019) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Bárdyová Mária,0,NA,NA,NA,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná",NA,NA,1,20200120,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,121,1,NA,1,FALSE,0,2019,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,0,0,0,1,31390269,NA,T1.5 (100),T,T,NA,NA,13962.888123,0,0,NA,NA,0,1,0
5643,49920474,Phengaris nausithous,modrásek bahenní,Motýli,Luka Václav,20200722,20200722,NA,7587837,5557d1,5557,Hlásná Lhota u Jičína,-67617906,-101325077,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,3,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,zarůstající louka bez managementu,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: hromadění organického materiálu (stařiny)",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,122,1,NA,1,FALSE,1,2020,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,NA,0,0,0,1,1,31200023,NA,-1 (100),-,-,NA,NA,16143322.2387,0,0,NA,NA,0,1,0
5644,49920473,Phengaris nausithous,modrásek bahenní,Motýli,Luka Václav,20200722,20200722,NA,7587836,5557d2,5557,Podhradí u Jičína,-67476959,-101475176,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ne, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá",NA,NA,1,20200915,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,122,1,NA,1,FALSE,0,2020,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,NA,1,1,0,0,1,31200199,T1.1,T1.1 (100),T,T,6510,100,2835.565132,0,0,NA,NA,0,1,1
523,65296288,Phengaris nausithous,modrásek bahenní,Motýli,Luka Václav,20230725,20230725,NA,12671749,5558c4,5558,Kacákova Lhota,-66905603,-101709912,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,příkop,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"vliv: eutrofizace či okyselování, nevhodná seč (vysoká intenzita, termín apod.), Perspektiva lokality: špatná, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,123,1,NA,1,FALSE,0,2023,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,NA,0,0,0,2,0,30750117,NA,-1 (100),-,-,NA,NA,19071750.3451,132.190954795169,0,NA,NA,132.190954795169,1,0
1658,57615819,Phengaris nausithous,modrásek bahenní,Motýli,Luka Václav,20230725,20230725,NA,9628731,5558c5,5558,Kacákova Lhota,-66826416,-10166304,Kolektiv autorů (2022) Monitoring motýlů.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Poměr pohlaví: 0:1, Seč vhodně načasovaná: ano, Seč celoplošná: ne, Negativní vlivy na lokalitě: absence či nedostatek péče, eutrofizace či okyselování, Perspektiva lokality: špatná, Přítomnost rostlin: jednotlivě",NA,NA,1,20240129,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,123,1,NA,1,FALSE,1,2023,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,1,1,0,2,1,30750117,NA,-1 (100),-,-,NA,NA,19071750.3451,867.356685731094,0,NA,NA,867.356685731094,1,0
2727,54473870,Phengaris nausithous,modrásek bahenní,Motýli,Fišer Marek,20220812,20220812,NA,8795121,ŽulováStarost,5668,Žulová,-54916627,-104180703,Kolektiv autorů (2022) Monitoring motýlů.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"zarůstající louka bez managementu, příkop",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Negativní vlivy na lokalitě: jiný vliv: příkop komunikace, management nevypočitatelný, Perspektiva lokality: neznámá, Přítomnost rostlin: jednotlivě",NA,NA,1,20221222,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,135,1,NA,1,FALSE,1,2022,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,1,2930973,NA,-1 (100),-,-,NA,NA,2435742.34812,956.619985324796,0,NA,NA,956.619985324796,1,0
2753,54473842,Phengaris nausithous,modrásek bahenní,Motýli,Fišer Marek,20220812,20220812,NA,8795155,Černá voda - Okolí Podhradského rybníka,5768,Černá Voda,-54630391,-104277033,Kolektiv autorů (2022) Monitoring motýlů.,0,6,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,zarůstající louka bez managementu,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Negativní vlivy na lokalitě: sukcese, Perspektiva lokality: špatná, Přítomnost rostlin: jednotlivě",NA,NA,1,20221222,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,135,1,NA,1,FALSE,1,2022,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,0,NA,0,0,0,1,1,2930004,NA,-1 (100),-,-,NA,NA,5722299.48641,7255.33373685367,0,NA,NA,7255.33373685367,1,0
152,65296854,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20240716,20240716,NA,12671317,5769b1,5769,Hradec u Jeseníka,-53825758,-104566914,Kolektiv autorů (2022) Monitoring motýlů.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ne, Seč celoplošná: ano, vliv: eutrofizace či okyselování, nevhodná seč (vysoká intenzita, termín apod.), Perspektiva lokality: špatná, Přítomnost rostlin: jednotlivě",NA,NA,1,20251009,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,136,1,NA,1,FALSE,0,2024,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,NA,1,0,0,2,1,28270133,NA,X7B (100),X,X,NA,NA,903.102696093,2.33062171790516,0,NA,NA,2.33062171790516,1,0
744,64098512,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20240716,20240716,NA,11947171,5669d1,5669,Mikulovice u Jeseníka,-53647546,-104347487,Kolektiv autorů (2022) Monitoring motýlů.,0,4,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Poměr pohlaví: 4:0, Seč vhodně načasovaná: ano, Seč celoplošná: ne, vliv: nevhodná seč (vysoká intenzita, termín apod.), eutrofizace či okyselování, Perspektiva lokality: špatná, Přítomnost rostlin: hojně",NA,NA,1,20250515,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,136,1,NA,1,FALSE,1,2024,0,0,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,NA,1,1,0,2,1,28270013,NA,-1 (100),-,-,NA,NA,24468670.7507,1434.35746271908,0,NA,NA,1434.35746271908,1,0
5376,50257881,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774740,5770d2,5770,Janov u Krnova,-52382297,-105082802,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,6,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,"pomer: 4:2, seč v červnu",NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: hojně, Perspektiva lokality: dobrá, Negativní vlivy na lokalitě: sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,138,1,NA,1,FALSE,1,2020,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,8330517,NA,X7B (100),X,X,NA,NA,3711.63620408,0,0,NA,NA,0,1,0
5377,50257879,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774739,5770d1,5770,Janov u Krnova,-52368143,-105086523,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 0:1,NA,příkop u komunikace,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Negativní vlivy na lokalitě: eutrofizace,hromadění organického materiálu (stařiny),sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,138,1,NA,1,FALSE,1,2020,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,NA,0,0,0,1,1,8330005,NA,-1 (100),-,-,NA,NA,16752888.6424,0,0,NA,NA,0,1,0
5378,50257877,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774738,5770b3,5770,Jindřichov ve Slezsku,-52276971,-10497547,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 0:1,NA,zarůstající louka bez managementu,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: eutrofizace,hromadění organického materiálu (stařiny)",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,138,1,NA,1,FALSE,1,2020,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,NA,0,0,0,1,1,8330005,NA,-1 (100),-,-,NA,NA,16752888.6424,0,0,NA,NA,0,1,0
5379,50257875,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774737,5770b2,5770,Jindřichov ve Slezsku,-52272614,-10496694,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 0:1,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: eutrofizace,sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,138,1,NA,1,FALSE,1,2020,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,8330005,NA,-1 (100),-,-,NA,NA,16752888.6424,0,0,NA,NA,0,1,0
5380,50257873,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774736,5770b1,5770,Jindřichov ve Slezsku,-52240529,-104988808,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,2,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 1:1,NA,příkop u komunikace,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: eutrofizace,hromadění organického materiálu (stařiny)",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,138,1,NA,1,FALSE,1,2020,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,NA,0,0,NA,0,0,0,1,1,8330005,NA,-1 (100),-,-,NA,NA,16752888.6424,0,0,NA,NA,0,1,0
5381,50257871,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774735,5771a3,5771,Arnultovice u Jindřichova,-51752962,-105062406,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,2,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 2:0,NA,"TTP s pravidelným managementem,příkop u komunikace",NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: hojně, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: eutrofizace,hnojení,sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,138,1,NA,1,FALSE,1,2020,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,2,27190541,NA,-1 (100),-,-,NA,NA,16808266.7197,0,0,NA,NA,0,1,0
5382,50257869,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774734,5771a2,5771,Vysoká ve Slezsku,-51730674,-105045097,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,2,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 2:0,NA,příkop u komunikace,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: jednotlivě, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: eutrofizace,sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,138,1,NA,1,FALSE,1,2020,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,1,27190541,NA,-1 (100),-,-,NA,NA,16808266.7197,0,0,NA,NA,0,1,0
5383,50257867,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774733,5771a1,5771,Vysoká ve Slezsku,-5172215,-105043369,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,TTP s pravidelným managementem,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,0,věrohodný záznam,NA,Návrh validace,NA,SO,"HD II, HD IV",NT,"Seč vhodně načasovaná: ano, Seč celoplošná: ano, sta_pritomnostrostlin: hojně, Perspektiva lokality: neznámá, Negativní vlivy na lokalitě: sečení,hnojení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,138,1,NA,1,FALSE,0,2020,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,NA,1,0,0,0,1,27190005,T1.1,T1.1 (100),T,T,6510,100,14384.5913551,0,0,NA,NA,0,1,1
5384,50257865,Phengaris nausithous,modrásek bahenní,Motýli,Beneš Jiří,20200812,20200812,NA,7774732,5771b3,5771,Pitárné,-51483096,-105126442,Kolektiv autorů (2020) Monitoring totenových modrásků. Monitoring druhů ČR. AOPK ČR.,0,1,0,jedinci,NA,NA,NA,NA,NA,NA,NA,0,pomer: 1:0,NA,příkop u komunikace,NA,Monitoring druhů ČR,Monitoring druhů ČR,Hejda Radek,1,NA,NA,Garantováno,NA,SO,"HD II, HD IV",NT,"sta_pritomnostrostlin: hojně, Perspektiva lokality: špatná, Negativní vlivy na lokalitě: eutrofizace,sečení",NA,NA,1,20210215,NA,NA,1061,0,0,0,0,100,0,0,0,0,0,0,0,0,0,keep,keep,139,1,NA,1,FALSE,1,2020,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,0,0,1,27190541,NA,-1 (100),-,-,NA,NA,16808266.7197,0,0,NA,NA,0,1,0
